1 	[#6][OX2][PX4H1](=[OX1])[OX2][#6]
1 	N1=COCC1(=O)
1 	[#6][SX2][CX3](=[SX1])[NX3H2]
1 	[#6][OX2][PX4H1](=[OX1])[OX2H1]
1 	[FX1][CH2][CX3]=[CX3]
1 	[CX3H1](=[OX1])[NX3H1][CX3](=[OX1])[#6]
1 	[NX3H2][SX4](=[OX1])(=[OX1])[OX2][#6]
1 	[#6][NX3H1][SX4](=[OX1])(=[OX1])[OX2H1]
1 	[#6][OX2][NX2]=[OX1]
1 	c1cnns1
1 	[NX3]([#6])([#6])[SX4](=[OX1])(=[OX1])[OX2H1]
1 	[BrX1][CX2]#[CX2]
1 	[OX2H1][CX3](=[OX1])[CX4H]([#6])[CX3](=[OX1])[OX2][#6]
1 	[#6][CX3]=[SX2][#6]
1 	[#6][NX4H3+]
1 	[CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3](=[OX1])[OX2H1]
1 	[NX3]([#6])([#6])[CX3](=[SX1])[NX3H2]
1 	N1=CCNC1(=O)
1 	[#6][NX4H1+]([#6])[#6]
1 	C1[CX3](=[OX1])OC1
1 	[CX3](=[OX1])[OX2][OX2][#6]
1 	[#6][PX3H1][#6]
1 	[IX1][CH2][CX3]=[CX3]
1 	[#6][Cu]
1 	[BrX1][CX3](=[OX1])[#6]
1 	[CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3H1](=[OX1])
1 	[#6][NX2]=[NX2H1]
1 	[OX2H1][CX3](=[OX1])[NX3H1][#6]
1 	[FX1][SX4](=[OX1])(=[OX1])[OX2][#6]
1 	[#6][SX2][CX3](=[OX1])[OX2][#6]
2 	[#6][CX3](=[OX1])[CX4H1]([#6])[CX3](=[OX1])[OX2H1]
2 	[#6][NX3H1][CX2]#[NX1]
2 	[#6][CX3H1](=[NX2H1])
2 	[#6][OX2][PX4]([NX3H1][#6])(=[OX1])[OX2][#6]
2 	[ClX1][CX2]#[CX2]
2 	N1=CSCC1(=O)
2 	[CX3H2]=[NX2][#6]
2 	[#6][CX3](=[OX1])[OX2][CX3](=[OX1])[OX2][#6]
2 	[CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3](=[OX1])[OX2][#6]
2 	[#6][OX2][CX3](=[OX1])[CX4H2][CX3](=[OX1])[OX2][#6]
2 	[#6][CX3](=[SX1])[SX2][#6]
2 	[#6][CX3](=[SX1])[OX2H1]
2 	[#6][OX2][CX3](=[SX1])[NX3]([#6])([#6])
3 	[#6][OX2][CX3](=[SX1])[OX2][#6]
3 	[#6][SX2][CX3](=[SX1])[SX2][#6]
3 	[#6][CX3](=[NX2H1])[NX3]([#6])[#6]
3 	[CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3H1](=[OX1])
3 	[#6][CX3](=[SX1])[OX2][#6]
4 	N1=CNCC1(=O)
4 	[#6][OX2][CX3](=[SX1])[NX3H1][#6]
4 	C1[NX3H1]C1
4 	[#6][SX2][CX3](=[OX1])[NX3H1][#6]
4 	n1ncnnc1
4 	c1cnno1
4 	[#6][SX2][CX3](=[SX1])[OX2][#6]
4 	C1SC1
4 	[CX3]=[NX2][NX3H2]
4 	[#6][BX3]([OX2H1])[OX2H1]
4 	[#6][CX3](=[OX1])[CX4H1]([#6])[CX3H1](=[OX1])
4 	[#6][Li]
4 	n1nnccc1
5 	[#6][OX2][PX4]([NX3]([#6])([#6]))(=[OX1])[OX2][#6]
5 	[CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3](=[OX1])[#6]
5 	n1ccno1
5 	[FX1][SX4](=[OX1])(=[OX1])[#6]
5 	[CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3](=[OX1])[OX2][#6]
5 	c1ncns1
6 	[#6][OX2][SX4](=[OX1])(=[OX1])[OX2H1]
6 	[CX3]=[CX3][CX3]=[CX3][CX3H1](=[OX1])
6 	[#6][NX2]=[CX2]=[SX1]
6 	[#6][OX2][OX2H1]
6 	[#6][CX3](=[OX1])[CX4H2][CX3](=[OX1])[#6]
6 	[#6][CX3](=[NX2H1])[#6]
6 	[#6][OX2][CX3](=[OX1])[NX3H2]
6 	[#6][SX2][CX3](=[SX1])[NX3H1][#6]
7 	n1ccns1
7 	[NX3]([#6])([#6])[CX3](=[SX1])[NX3]([#6])([#6])
7 	[#6][OX2][CX3H1](=[OX1])
7 	[#6][CX3](=[SX1])[NX3H2]
8 	c1ccns1
8 	[#6][OX2][PX4]([#6])(=[OX1])[OX2H1]
8 	[CX3]=[CX3][CX3]=[CX3][CX3](=[OX1])[OX2H1]
8 	[#6][SX2][CX3](=[OX1])[NX3]([#6])([#6])
8 	[ClX1][SX4](=[OX1])(=[OX1])[#6]
8 	[#6][SX2][CX2]#[NX1]
8 	[BrX1][CH2][CX3]=[CX3]
9 	[#6][CX3](=[NX2][#6])[NX3H2]
9 	[NX3]([#6])([#6])[CX3](=[SX1])[NX3H1][#6]
9 	[#6][CX3](=[NX2H1])[NX3H1][#6]
9 	[#6][CX3](=[OX1])[CX4H2][CX3](=[OX1])[OX2][#6]
9 	[#6][NX2]=[OX1]
9 	[#6][CX3](=[SX1])[NX3H1][#6]
10 	[#6][CX3](=[OX1])[CX4H1]([#6])[CX3](=[OX1])[#6]
10 	[ClX1][CH2][CX3]=[CX3]
10 	[#6][NX3H1][CX3](=[OX1])[NX3H2]
11 	[CX3]=[CX3][CX3]=[CX3][CX3]=[CX3][CX3](=[OX1])[#6]
11 	[#6][NX2]=[CX2]=[OX1]
12 	[#6][CX3H1]=[NX2][OX2H1]
13 	[#6][CX3](=[NX2H1])[NX3H2]
14 	[#6][OX2][PX4]([OX2H1])(=[OX1])[OX2H1]
14 	[#6][CX3](=[OX1])[NX3H1][NX3H2]
14 	[CX3H1](=[OX1])[NX3]([#6])([#6])
15 	[#6][CX3](=[OX1])[NX3H1][CX3](=[OX1])[#6]
15 	[#6][OX2][CX3](=[OX1])[CX4H1]([#6])[CX3](=[OX1])[OX2][#6]
16 	[#6][CX3](=[SX1])[NX3]([#6])([#6])
16 	[#6][BX3]([OX2][#6])[OX2][#6]
16 	[#6][CX3](=[OX1])[OX2][CX3](=[OX1])[#6]
17 	[#6][SX2][CX3](=[SX1])[NX3]([#6])([#6])
18 	[CX3H1](=[OX1])[NX3H1][#6]
19 	[#6][CX3](=[OX1])[CX4H1]([#6])[CX3](=[OX1])[OX2][#6]
19 	[#6][OX2][PX4]([OX2H1])(=[OX1])[OX2][#6]
19 	[#6][PX3]([#6])[#6]
19 	c1ncno1
19 	c1nnco1
20 	[#6][CX3](=[NX2][#6])[NX3H1][#6]
20 	[#6][OX2][OX2][#6]
22 	n1ncncc1
23 	[IX1][CX3]=[CX3]
24 	[#6][CX3](=[NX2][#6])[NX3]([#6])[#6]
25 	[#6][NX3H1][NX3H2]
26 	[FX1][CX3]=[CX3]
26 	[#6][SX4](=[OX1])(=[OX1])[NX3H2]
27 	[CX3]=[CX3]-[CX3]=[CX3]-[CX3]=[CX3]-[CX3]=[CX3]
29 	[#6][OX2][PX4]([OX2][#6])(=[OX1])[OX2][#6]
29 	[CX3]=[CX3][CX3]=[CX3][CX3](=[OX1])[OX2][#6]
29 	n1cncnc1
30 	[#6][CX3](=[OX1])[SX2][#6]
32 	[NX3H2][CX3](=[NX2H1])[NX3H1][#6]
32 	[#6][NX3H1][CX3](=[SX1])[NX3H1][#6]
33 	[#6][OX2][CX3](=[OX1])[OX2][#6]
33 	c1nncs1
34 	[#6][CX3](=[OX1])[NX3H1][NX3H1][#6]
35 	[CX3]=[CX3][CX3H1](=[OX1])
35 	[BrX1][CX3]=[CX3]
37 	[NX3]([#6])([#6])[CX3](=[OX1])[NX3]([#6])([#6])
38 	[CX3]=[CX3][CX3]=[CX3][CX3](=[OX1])[#6]
38 	n1cnnn1
38 	n1nncn1
40 	[ClX1][CX3](=[OX1])[#6]
41 	[#6][SX2][SX2][#6]
46 	[NX3]([#6])([#6])[CX3](=[OX1])[NX3H1][#6]
47 	[#6][CX3](=[OX1])[OX1-]
47 	c1ccno1
47 	[#6][SX4](=[OX1])(=[OX1])[OX2H1]
47 	[#6][NX3H1][NX3H1][#6]
48 	[#6][SX3](=[OX1])[#6]
49 	n1ccnn1
49 	c1cnnn1
52 	[#6][SX2H1]
58 	c1cnco1
59 	n1ncccc1
65 	[ClX1][CX3]=[CX3]
65 	[#6][NX4+]([#6])([#6])[#6]
68 	[#6][CX3H1]=[NX2][#6]
68 	[#6][OX2][PX4]([#6])(=[OX1])[OX2][#6]
74 	[CX3]=[CX3]-[CX3]=[CX3]-[CX3]=[CX3]
76 	[CX3]=[CX3][CX3](=[OX1])[OX2H1]
79 	n1ccncc1
79 	[#6][OX1-]
81 	[#6][CX3]([#6])=[NX2][#6]
82 	[CX3]=[NX2][NX3]([#6])[#6]
85 	[#6][CX3](=[OX1])[NX3]([#6])[CX3](=[OX1])[#6]
87 	[#6][NX2]=[NX2][#6]
97 	C1OC1
98 	[#6][SX4](=[OX1])(=[OX1])[NX3]([#6])([#6])
105 	[#6][SX4](=[OX1])(=[OX1])[OX2][#6]
109 	C1[CX3](=[OX1])NC1
111 	c1nncn1
111 	c1ncnn1
124 	[#6][CX3](=[OX1])[NX3H2]
130 	[IX1][#6]
150 	[#6][SX4](=[OX1])(=[OX1])[NX3H1][#6]
154 	[#6][SX4](=[OX1])(=[OX1])[#6]
156 	c1cncs1
163 	c1ccnn1
172 	[CX3]=[NX2][NX3H1][#6]
172 	c1ccco1
183 	[CX3H1](=[OX1])[#6]
188 	[#6][OX2][CX3](=[OX1])[NX3]([#6])([#6])
202 	c1cccs1
237 	[CX2]#[CX2]
298 	[#6][OX2][CX3](=[OX1])[NX3H1][#6]
313 	c1cncn1
315 	[CX3]=[CX3]-[CX3]=[CX3]
316 	[CX3]=[CX3][CX3](=[OX1])[OX2][#6]
372 	[#6][CX2]#[NX1]
386 	c1cccn1
399 	[CX3]=[CX3][CX3](=[OX1])[#6]
441 	n1cnccc1
549 	[BrX1][#6]
720 	[#6][CX3](=[OX1])[NX3]([#6])([#6])
727 	[OX2H1][CX3](=[OX1])[#6]
740 	[#6][SX2][#6]
750 	[FX1][#6]
812 	n1ccccc1
855 	[#6][NX3H2]
1044 	[#6][CX3](=[OX1])[NX3H1][#6]
1223 	[ClX1][#6]
